"GA0518_YAP_KO_D_1" "GA0518_YAP_KO_D_2" "GA0518_untreated_1" "GA0518_untreated_2" "GA0518_VT_200_1" "GA0518_VT_200_2"
"ENSG00000267595.1" 0 0 0 0 0 0
"ENSG00000267597.1" 0 0 0 0 0 0
"ENSG00000267598.1" 0 0 0 3.399 0 0
"ENSG00000267599.1" 0 0 0 0 0 0
"ENSG00000267601.1" 68.092 22.561 36.428 64.603 74.819 46.323
"ENSG00000267603.1" 0 0 3 0 0 0
"ENSG00000267604.1" 0 0 0 0 0 0
"ENSG00000267605.7" 2 0 3 0 0 0
"ENSG00000267606.1" 0 0 0 0 0 0
"ENSG00000267607.1" 0 0 8.107 11.227 7.068 14.105
"ENSG00000267609.2" 0 0 0 0 0 0
"ENSG00000267610.2" 0 0 0 0 1 0
"ENSG00000267611.1" 0 0 0 0 0 0
"ENSG00000267612.1" 0 0 0 0 0 0
"ENSG00000267614.1" 0 0 0 0 0 0
"ENSG00000267615.1" 0 0 0 0 0 0
"ENSG00000267617.2" 0 0 0 0 0 0
"ENSG00000267618.5" 7.682 6.953 0 0 2.066 0
"ENSG00000267620.1" 0 0 0 0 0 0
"ENSG00000267623.3" 0 0 0 0 0 0
"ENSG00000267624.1" 0 0 0 0 0 0
"ENSG00000267625.1" 0 0 0 0 0 0
"ENSG00000267626.1" 0 0 0 0 0 0
"ENSG00000267627.5" 0 0 0 0 0 0
"ENSG00000267628.1" 0 0 0 0 2.72 0
"ENSG00000267629.3" 0 0 0 0 0 0
"ENSG00000267630.1" 0 0 0 0 0 0
"ENSG00000267631.5" 0 0 0 0 4.461 0
"ENSG00000267632.1" 0 12 4 1 8 2.004
"ENSG00000267633.1" 0 0 0 0 0 0
"ENSG00000267634.1" 0 0 0 0 0 0
"ENSG00000267636.1" 0 0 0 0 0 0
"ENSG00000267637.1" 0 0 0 0 0 0
"ENSG00000267638.1" 0 0 0 0 0 0
"ENSG00000267640.6" 0 0 3.128 4.814 0 0
"ENSG00000267641.1" 0 0 0 0 0 0
"ENSG00000267642.1" 0 0 0 0 0 0
"ENSG00000267643.1" 0 0 0 0 0 0
"ENSG00000267644.1" 0 0 0 0 0 0
"ENSG00000267645.5" 858.507 702.701 0 39.622 926.69 1083.511
"ENSG00000267646.1" 0 0 0 0 1 0
"ENSG00000267647.1" 0 0 0 0 0 0
"ENSG00000267648.1" 3 0 0 0 0 0
"ENSG00000267649.1" 0 2 3 0 0 5
"ENSG00000267650.1" 0 0 0 0 0 3
"ENSG00000267651.1" 0 0 0 0 1 3
"ENSG00000267652.1" 0 0 0 0 0 0
"ENSG00000267653.1" 0 0 0 0 0 0
"ENSG00000267655.1" 1 6 2 0 11 7
"ENSG00000267656.1" 0 0 0 0 0 0
"ENSG00000267658.1" 0 0 0 0 0 0
"ENSG00000267659.5" 0 0 0 0 0 0
"ENSG00000267661.1" 0 0 0 0 0 0
"ENSG00000267662.1" 0 0 0 0 0 0
"ENSG00000267663.1" 0 0 0 0 0 0
"ENSG00000267664.1" 0 0 0 0 0 0
"ENSG00000267665.2" 0 0 0 0 0 0
"ENSG00000267666.2" 6 2 0 8.001 0 0
"ENSG00000267669.1" 0 0 0 0 0 0
"ENSG00000267670.1" 0 0 0 0 0 0
"ENSG00000267672.1" 0 0 0 0 0 0
"ENSG00000267673.6" 230.648 292.994 450.428 478.608 285.61 336.076
"ENSG00000267674.1" 0 0 0 0 0 0
"ENSG00000267675.1" 0 0 0 0 0 0
"ENSG00000267676.1" 0 0 0 0 0 0
"ENSG00000267677.1" 0 0 0 0 0 0
"ENSG00000267678.1" 0 0 0 0 0 0
"ENSG00000267679.1" 0 0 0 0 0 0
"ENSG00000267680.5" 172.006 115.367 292.572 270.668 130.151 148.562
"ENSG00000267681.1" 1.001 0 0 0 0 0
"ENSG00000267682.1" 0 6 0 0 0 0
"ENSG00000267683.1" 0 0 0 0 0 0
"ENSG00000267685.2" 0 0 0 0 1 0
"ENSG00000267686.2" 0 3 0 0 0 0
"ENSG00000267687.1" 0 0 0 0 0 0
"ENSG00000267688.1" 0 0 0 0 0 0
"ENSG00000267689.1" 0 0 0 0 0 0
"ENSG00000267690.1" 0 0 0 0 0 0
"ENSG00000267691.1" 0 0 0 0 0 0
"ENSG00000267692.1" 0 0 0 0 0 0
"ENSG00000267693.1" 0 0 0 0 0 0
"ENSG00000267694.1" 0 0 0 0 0 0
"ENSG00000267695.1" 0 0 0 0 0 0
"ENSG00000267696.6" 0 0 0 0 1 0
"ENSG00000267698.1" 9 29 11 12 19 22.129
"ENSG00000267699.2" 1.605 2.568 5.32 5.788 0 0
"ENSG00000267703.1" 0 0 0 0 0 0
"ENSG00000267704.1" 0 0 0 0 0 0
"ENSG00000267705.1" 0 0 0 0 0 0
"ENSG00000267706.3" 0 0 0 0 0 2
"ENSG00000267707.2" 0 0 2 0 1 2
"ENSG00000267708.1" 0 0 0 0 0 0
"ENSG00000267709.1" 0 0 0 0 0 0
"ENSG00000267710.9" 3 2 0 0 1 0
"ENSG00000267711.1" 0 0 0 0 0 0
"ENSG00000267712.6" 0 0 0 0 0 0
"ENSG00000267713.1" 0 0 0 0 0 0
"ENSG00000267714.2" 0 0 0 0 0 0
"ENSG00000267716.1" 0 0 0 0 0 0
"ENSG00000267717.1" 0 0 0 0 0 0
"ENSG00000267719.1" 0 0 0 0 0 0
"ENSG00000267722.1" 0 0 0 0 0 0
"ENSG00000267723.1" 0 0 0 0 0 0
"ENSG00000267724.1" 0 0 0 1.231 2.322 0
"ENSG00000267725.1" 0 0 0 0 0 0
"ENSG00000267726.1" 0 0 0 0 0 0
"ENSG00000267727.1" 0 0 3.204 0 0 0
"ENSG00000267729.1" 0 0 0 0 0 0
"ENSG00000267731.1" 0 0 0 0 0 0
"ENSG00000267732.2" 0 0 0 0 0 0
"ENSG00000267733.5" 0 0 3 2 0 0
"ENSG00000267734.1" 0 0 0 0 0 0
"ENSG00000267735.1" 0 0 0 0 0 0
"ENSG00000267736.2" 0 0 0 0 0 0
"ENSG00000267737.1" 8 0 0 2 0 0
"ENSG00000267740.5" 19.324 20.241 6.258 22.69 8.1 18.836
"ENSG00000267741.1" 0 0 0 0 0 0
"ENSG00000267742.1" 4.017 2.013 0 0 0 0
"ENSG00000267743.5" 0 0 0 0 0 0
"ENSG00000267744.1" 0 0 0 0 0 0
"ENSG00000267745.1" 0 4 0 0 0 0
"ENSG00000267746.1" 0 0 0 0 0 0
"ENSG00000267748.4" 6.705 0 3.84 2.082 0 2.339
"ENSG00000267749.1" 0 0 1 0 0 0
"ENSG00000267750.6" 10 0 0 0 0 8
"ENSG00000267751.5" 0 0 17 29 3 0
"ENSG00000267752.1" 0 0 0 0 0 0
"ENSG00000267755.1" 0 0 0 0 0 0
"ENSG00000267756.1" 0 0 0 0 0 0
"ENSG00000267757.4" 72.439 63.962 13 19.644 82.526 99.002
"ENSG00000267758.1" 0 0 1 0 0 0
"ENSG00000267760.1" 0 0 0 0 0 0
"ENSG00000267761.3" 0 0 0 0 0 0
"ENSG00000267762.1" 0 0 0 0 0 0
"ENSG00000267764.1" 0 2 0 0 0 9
"ENSG00000267765.1" 0 0 0 0 0 0
"ENSG00000267766.1" 0 0 0 0 0 0
"ENSG00000267767.3" 0 0 6 8 0 0
"ENSG00000267768.1" 0 0 0 0 0 0
"ENSG00000267769.1" 6 2 1 0 0 5
"ENSG00000267770.1" 0 0 0 0 0 0
"ENSG00000267771.1" 0 0 0 0 0 0
"ENSG00000267772.1" 0 0 0 0 0 0
"ENSG00000267773.1" 0 0 0 0 0 0
"ENSG00000267774.2" 11 4 0 0 1 0
"ENSG00000267775.1" 0 0 0 0 0 0
"ENSG00000267777.2" 0 0 0 0 0 0
"ENSG00000267778.1" 0 0 0 0 0 1
"ENSG00000267779.7" 0 0 0 0 0 0
"ENSG00000267780.2" 0 0 0 0 0 0
"ENSG00000267781.1" 0 0 0 0 1 0
"ENSG00000267782.1" 0 0 0 0 0 0
"ENSG00000267783.1" 0 0 0 0 0 0
"ENSG00000267784.1" 0 0 0 0 0 0
"ENSG00000267786.1" 0 0 0 0 0 0
"ENSG00000267787.7" 15.677 30.383 5 9.777 13.085 25.895
"ENSG00000267788.1" 0 0 0 0 0 0
"ENSG00000267789.1" 0 0 0 0 0 0
"ENSG00000267790.1" 0 0 0 0 0 0
"ENSG00000267791.1" 0 0 0 0 0 0
"ENSG00000267792.1" 0 0 0 0 0 0
"ENSG00000267793.1" 0 0 0 0 0 0
"ENSG00000267794.1" 0 0 0 0 0 0
"ENSG00000267795.6" 0 0 7.004 10 0 0
"ENSG00000267796.8" 171.165 160.22 139.478 152.695 195.278 214.441
"ENSG00000267797.1" 0 0 0 0 0 0
"ENSG00000267799.1" 0 0 0 0 0 0
"ENSG00000267800.1" 0 0 0 0 0 4
"ENSG00000267801.1" 9.182 7.784 5.952 2.271 43.138 31.546
"ENSG00000267808.1" 0 0 0 0 0 0
"ENSG00000267809.1" 71.784 60.452 45.114 28.57 41.126 39.586
"ENSG00000267811.1" 1 3 0 0 0 0
"ENSG00000267815.1" 0 0 4.232 0 0 0
"ENSG00000267827.5" 4.94 0 24.04 9.244 0 2
"ENSG00000267834.1" 0 0 2 0 0 0
"ENSG00000267838.2" 1 0 0 4 2 7
"ENSG00000267852.1" 0 0 0 1 0 0
"ENSG00000267855.6" 452.35 388.881 340.679 414.034 374.491 450.47
"ENSG00000267857.2" 0 0 0 1 3 0
"ENSG00000267858.6" 3 5 30.875 32 22.121 33
"ENSG00000267868.1" 0 0 4 2 0 0
"ENSG00000267871.6" 3 3 0 3 1 4
"ENSG00000267872.1" 0 0 0 0 0 0
"ENSG00000267879.2" 0 0 0 0 0 0
"ENSG00000267881.2" 0 0 0 0 0 0
"ENSG00000267882.2" 0 0 4 8 4 0
"ENSG00000267886.1" 0 0 0 0 0 0
"ENSG00000267890.1" 0 0 0 0 0 0
"ENSG00000267892.1" 3 0 2 3 2 12
"ENSG00000267895.1" 0 0 0 0 0 0
"ENSG00000267898.1" 0 0 0 0 1 0
"ENSG00000267904.1" 2 12 0 1 14 9.017
"ENSG00000267905.5" 0 0 0 0 0 0
"ENSG00000267908.2" 0 0 0 0 1 0
"ENSG00000267909.3" 0 0 0 0 0 0
"ENSG00000267919.1" 0 0 0 0 0 0
"ENSG00000267920.1" 0 0 0 0 0 0
"ENSG00000267922.1" 0 0 0 0 0 0
"ENSG00000267924.1" 0 0 1.044 0 0 0
"ENSG00000267927.1" 0 0 2 0 0 0
"ENSG00000267934.1" 0 0 1 1 8 2
"ENSG00000267938.1" 0 0 0 0 0 0
"ENSG00000267939.1" 7 0 5 4 3 0
"ENSG00000267940.1" 2 0 3 3.014 15 9
"ENSG00000267943.1" 0 0 0 0 0 0
"ENSG00000267952.1" 0 0 0 0 0 0
"ENSG00000267959.3" 0 0 0 0 0 0
"ENSG00000267961.2" 0 0 0 0 0 0
"ENSG00000267968.1" 0 0 0 0 0 0
"ENSG00000267978.6" 0 0 0 0 0 0
"ENSG00000267980.1" 2 1.006 3 7.022 0 7.091
"ENSG00000267984.1" 0 0 0 0 0 0
"ENSG00000267986.1" 0 0 0 0 0 0
"ENSG00000267990.1" 0 0 0 0 0 0
"ENSG00000267992.1" 0 0 0 0 0 0
"ENSG00000268001.1" 195.142 188.155 32.005 47 159 147.357
"ENSG00000268006.1" 5.694 2.522 25.874 20.082 6.477 4.717
"ENSG00000268009.6" 2 1 2 0 0 0
"ENSG00000268015.1" 0 0 0 0 2 0
"ENSG00000268020.3" 0 0 0 0 0 0
"ENSG00000268027.5" 0 0 0 0 0 0
"ENSG00000268030.1" 26.674 28.186 14.107 34.167 29.24 33.592
"ENSG00000268034.1" 0 1.002 0 0 0 0
"ENSG00000268038.3" 0 0 0 0 0 0
"ENSG00000268041.3" 9 0 0 0 4.002 7
"ENSG00000268043.7" 88.255 112.599 351.636 433.403 447.885 376.267
"ENSG00000268047.1" 0 0 0 2 0 0
"ENSG00000268049.1" 0 0 0 0 0 0
"ENSG00000268051.1" 0 0 0 0 0 0
"ENSG00000268053.1" 0 0 0 0 0 0
"ENSG00000268055.1" 0 0 0 0 0 0
"ENSG00000268056.5" 0 0 0 0 0 0
"ENSG00000268058.1" 0 0 0 4 0 0
"ENSG00000268061.5" 11.512 25.469 14.605 8.693 30.594 11.46
"ENSG00000268062.1" 0 0 0 1 0 0
"ENSG00000268066.5" 0 0 0 0 1 7
"ENSG00000268067.3" 0 0 0 0 0 0
"ENSG00000268069.2" 8.016 9.208 4.474 5.164 4.504 14.231
"ENSG00000268070.1" 0 0 0 0 0 0
"ENSG00000268074.1" 0 0 0 0 0 0
"ENSG00000268078.1" 0 0 0 0 0 0
"ENSG00000268079.1" 0 0 0 0 0 0
"ENSG00000268080.2" 0 0 0 0 0 0
"ENSG00000268081.1" 0 0 1 1 3 0
"ENSG00000268083.5" 32.504 7.664 1.742 13.835 0 0
"ENSG00000268087.1" 4.046 7 2 0 22 11
"ENSG00000268088.1" 0 0 0 0 0 0
"ENSG00000268089.3" 0 0 3 0 0 0
"ENSG00000268093.1" 2 2 1 0 0 2
"ENSG00000268095.1" 0 0 0 0 0 0
"ENSG00000268100.1" 0 0 0 0 0 0
"ENSG00000268101.2" 0 0 0 0 0 0
"ENSG00000268104.3" 0 3 0 0 0 0
"ENSG00000268105.1" 0 0 0 0 0 0
"ENSG00000268107.6" 4.214 12.649 0 0 0 3.465
"ENSG00000268108.1" 0 0 2 1 1 0
"ENSG00000268112.1" 0 0 0 0 0 0
"ENSG00000268116.1" 0 0 0 0 0 0
"ENSG00000268117.1" 0 0 0 0 0 0
"ENSG00000268119.6" 0 0 0 0 2 0
"ENSG00000268120.1" 0 0 0 0 0 0
"ENSG00000268129.1" 5 19.241 10.903 6.099 1 0
"ENSG00000268133.1" 0 0 0 0 0 0
"ENSG00000268140.1" 0 0 0 0 0 0
"ENSG00000268144.1" 0 0 0 0 0 0
"ENSG00000268148.1" 0 0 0 0 0 0
"ENSG00000268149.1" 0 0 0 0 0 0
"ENSG00000268153.5" 0 0 0 0 0 0
"ENSG00000268154.2" 0 0 0 0 0 0
"ENSG00000268157.1" 0 0 0 0 0 0
"ENSG00000268163.1" 0 0 0 0 0 0
"ENSG00000268170.2" 0 0 0 0 0 0
"ENSG00000268173.3" 0 0 66.63 19.375 0 0
"ENSG00000268174.1" 0 0 0 0 0 0
"ENSG00000268181.3" 0 0 0 0 0 0
"ENSG00000268182.6" 13 15 0 0 26 54.071
"ENSG00000268184.1" 0 0 0 0 0 0
"ENSG00000268186.1" 0 0 1 0 3 6
"ENSG00000268189.2" 0 0 3.468 0 4.531 16.47
"ENSG00000268191.1" 0 0 0 0 0 0
"ENSG00000268193.5" 0 4.771 1.1 0 3.521 2.321
"ENSG00000268199.2" 0 0 0 0 0 0
"ENSG00000268201.1" 0 0 4.241 3.007 3 2
"ENSG00000268203.1" 0 0 0 0 0 0
"ENSG00000268204.1" 0 0 2 3 0 0
"ENSG00000268205.1" 71.006 52 277.686 375.7 339.051 393.64
"ENSG00000268209.1" 0 0 0 0 0 0
"ENSG00000268218.1" 14.737 23.781 17.712 4.408 29.72 48.037
"ENSG00000268221.6" 0 0 0 0 0 0
"ENSG00000268222.1" 7.001 0 0 0 0 4
"ENSG00000268223.6" 0 0 0 0 0 0
"ENSG00000268230.5" 0 7 1.063 0 0 0
"ENSG00000268231.1" 0 0 0 0 0 0
"ENSG00000268234.1" 0 0 0 0 0 0
"ENSG00000268235.7" 0 0 0 0 0 0
"ENSG00000268238.1" 0 0 0 0 0 0
"ENSG00000268240.1" 0 0 0 0 0 0
"ENSG00000268243.1" 0 0 0 0 0 0
"ENSG00000268257.2" 0 0 0 0 0 0
"ENSG00000268266.1" 0 0 0 0 0 2
"ENSG00000268267.1" 0 0 0 0 0 0
"ENSG00000268272.1" 0 0 0 0 0 0
"ENSG00000268278.1" 0 0 0 0 0 0
"ENSG00000268279.4" 0 0 0 0 0 0
"ENSG00000268282.1" 0 0 0 0 0 0
"ENSG00000268287.1" 0 0 2 2 0 0
"ENSG00000268288.1" 0 0 0 0 0 0
"ENSG00000268289.1" 0 0 0 0 0 0
"ENSG00000268292.1" 0 0 0 0 0 0
"ENSG00000268293.1" 0 0 0 0 0 0
"ENSG00000268295.1" 0 0 0 1 0 0
"ENSG00000268296.2" 0 0 0 0 0 0
"ENSG00000268297.1" 0 0 0 0 0 0
"ENSG00000268307.1" 0 0 0 0 0 0
"ENSG00000268309.1" 0 0 0 0 0 0
"ENSG00000268316.1" 0 0 0 0 0 0
"ENSG00000268318.5" 0 0 0 0 0 0
"ENSG00000268320.4" 0 0 0 0 0 0
"ENSG00000268322.1" 0 0 0 0 0 0
"ENSG00000268324.2" 0 5 0 0 0 0
"ENSG00000268326.1" 0 0 0 0 0 0
"ENSG00000268333.1" 0 0 12 18 0 0
"ENSG00000268335.1" 0 0 0 0 0 0
"ENSG00000268336.1" 0 0 0 0 0 0
"ENSG00000268350.8" 101.238 71.481 74.853 294.403 105.527 90.207
"ENSG00000268355.1" 0 0 1 0 0 0
"ENSG00000268357.1" 0 0 0 0 0 0
"ENSG00000268361.1" 0 0 0 0 0 0
"ENSG00000268362.6" 7 2 40.005 38.001 0 0
"ENSG00000268364.2" 0 4 8.011 18 8 4.003
"ENSG00000268366.1" 0 0 0 0 0 0
"ENSG00000268375.1" 0 0 0 0 0 0
"ENSG00000268379.1" 5 0 0 0 0 2
"ENSG00000268388.6" 0 0 0 0 0 0
"ENSG00000268390.1" 0 0 0 0 0 0
"ENSG00000268391.1" 0 0 0 0 0 0
"ENSG00000268392.1" 0 0 0 0 0 0
"ENSG00000268400.5" 0 5.337 0 0 0 1.001
"ENSG00000268401.2" 0 0 5 4 4 8
"ENSG00000268403.2" 15 18 29 9 17.986 7
"ENSG00000268407.1" 0 0 0 0 0 0
"ENSG00000268412.2" 0 0 0 3.01 0 0
"ENSG00000268416.1" 0 0 0 0 0 0
"ENSG00000268433.1" 0 0 0 0 0 0
"ENSG00000268434.5" 0 0 0 1 0 0
"ENSG00000268438.1" 0 0 0 0 1 0
"ENSG00000268442.1" 0 0 1 0 0 0
"ENSG00000268447.6" 0 0 0 0 0 0
"ENSG00000268455.1" 0 0 0 0 1 7
"ENSG00000268458.1" 0 0 0 0 0 0
"ENSG00000268460.2" 40 24 46 45.001 83.001 79.323
"ENSG00000268461.2" 0 0 0 0 0 0
"ENSG00000268465.1" 0 0 0 0 0 0
"ENSG00000268469.1" 0 0 0 0 0 0
"ENSG00000268471.6" 84 111 21.002 24.01 49.088 71
"ENSG00000268472.2" 0 0 0 0 0 0
"ENSG00000268473.1" 0 0 0 0 0 0
"ENSG00000268475.1" 0 0 0 0 0 0
"ENSG00000268480.3" 0 0 0 0 0 0
"ENSG00000268483.1" 0 0 0 0 0 0
"ENSG00000268486.5" 0 0 0 0 0 0
"ENSG00000268496.1" 0 0 0 0 0 0
"ENSG00000268499.1" 0 0 0 2 0 4
"ENSG00000268500.6" 0 0 0 8 0 0
"ENSG00000268505.1" 0 0 0 0 0 0
"ENSG00000268509.2" 0 0 6.828 0 13.298 0
"ENSG00000268510.1" 1 0 3 8 0 0
"ENSG00000268516.2" 32.019 47.087 53.105 92.005 76.72 76.005
"ENSG00000268518.1" 0 0 0 1 0 0
"ENSG00000268520.1" 0 0 0 0 0 0
"ENSG00000268521.1" 0 0 0 2 3 0
"ENSG00000268529.1" 0 0 0 0 0 0
"ENSG00000268530.6" 0 0 0 0 0 0
"ENSG00000268531.3" 0 0 0 0 0 0
"ENSG00000268532.1" 0 0 0 0 0 0
"ENSG00000268533.1" 0 0 0 0 0 0
"ENSG00000268535.1" 0 0 0 0 0 0
"ENSG00000268536.1" 3 0 3 1 0 0
"ENSG00000268541.1" 0 0 0 0 0 0
"ENSG00000268543.1" 2 2 6 12 6 0
"ENSG00000268545.1" 0 0 0 0 0 0
"ENSG00000268555.2" 0 0 0 0 0 0
"ENSG00000268560.1" 0 0 0 0 0 0
"ENSG00000268564.1" 0 0 0 0 0 0
"ENSG00000268565.1" 0 0 0 0 0 0
"ENSG00000268566.6" 0 0 0 0 0 0
"ENSG00000268573.1" 99 93.001 26.012 55.004 30.036 51.023
"ENSG00000268575.1" 55.441 17.598 33.738 26.324 99.553 91.552
"ENSG00000268580.1" 0 0 0 0 0 0
"ENSG00000268581.1" 0 0 0 0 0 0
"ENSG00000268582.1" 0 0 0 0 0 0
"ENSG00000268583.2" 3 0 2 10 7 0
"ENSG00000268584.1" 10 0 8 4 2 0
"ENSG00000268589.1" 0 0 0 0 0 0
"ENSG00000268592.3" 0 0 0 1.292 0 0
"ENSG00000268593.3" 0 0 0 0 0 0
"ENSG00000268595.1" 0 0 0 0 0 0
"ENSG00000268597.1" 0 0 0 0 0 0
"ENSG00000268598.1" 0 0 0 0 0 3
"ENSG00000268601.1" 0 0 0 0 0 0
"ENSG00000268603.1" 0 0 0 0 2 0
"ENSG00000268605.1" 0 0 0 0 0 0
"ENSG00000268606.6" 8 7 3 4 0 0
"ENSG00000268614.1" 0 0 0 0 0 0
"ENSG00000268615.1" 0 0 0 0 0 0
"ENSG00000268618.1" 0 0 0 0 0 0
"ENSG00000268620.1" 0 0 0 0 0 0
"ENSG00000268621.6" 129.999 144 206.076 191.032 141.947 150.246
"ENSG00000268623.2" 0 0 0 0 0 0
"ENSG00000268628.2" 0 0 1.347 15 0 0
"ENSG00000268629.8" 0 0 0 0 0 0
"ENSG00000268635.2" 0 0 0 0 1 0
"ENSG00000268636.1" 0 0 0 0 0 0
"ENSG00000268643.2" 1.621 0 16.046 0 10.823 0
"ENSG00000268649.5" 0 0 3 1 0 0
"ENSG00000268650.3" 0 0 0 0 0 0
"ENSG00000268651.4" 0 0 0 0 0 0
"ENSG00000268652.1" 0 0 0 0 0 0
"ENSG00000268654.2" 0 0 0 0 0 0
"ENSG00000268655.2" 12 3 0 2 4 6
"ENSG00000268658.5" 0 2 2 5 0 0
"ENSG00000268659.2" 0 0 0 0 0 0
"ENSG00000268660.1" 0 0 0 0 0 0
"ENSG00000268663.1" 0 0 0 0 0 0
"ENSG00000268669.1" 0 0 0 0 0 0
"ENSG00000268670.1" 0 5 0 3 3 1
"ENSG00000268673.3" 0 0 0 0 0 0
"ENSG00000268677.1" 0 0 0 0 0 0
"ENSG00000268678.1" 0 0 0 6 0 0
"ENSG00000268681.1" 0 0 0 0 0 0
"ENSG00000268683.1" 0 0 0 0 0 0
"ENSG00000268685.1" 0 0 0 0 0 0
"ENSG00000268686.2" 96.25 113.244 0 0 40 16
"ENSG00000268696.3" 0 0 0 0 0 0
"ENSG00000268705.1" 0 0 0 0 0 0
"ENSG00000268707.1" 0 0 0 0 3 0
"ENSG00000268711.1" 0 0 0 0 0 0
"ENSG00000268713.1" 0 0 0 0 0 0
"ENSG00000268717.1" 0 0 0 0 0 0
"ENSG00000268723.1" 0 0 0 0 0 0
"ENSG00000268729.1" 0 0 0 0 0 0
"ENSG00000268731.1" 0 0 0 0 0 0
"ENSG00000268734.1" 0 0 0 0 0 0
"ENSG00000268736.1" 0 0 0 0 0 0
"ENSG00000268738.3" 0 0 0 0 0 0
"ENSG00000268739.1" 0 0 0 0 0 0
"ENSG00000268742.1" 0 0 0 0 0 0
"ENSG00000268743.1" 0 0 0 0 0 2
"ENSG00000268744.1" 0 0 0 0 0 0
"ENSG00000268745.1" 0 0 0 0 0 0
"ENSG00000268746.1" 0 0 3 0 0 0
"ENSG00000268747.1" 0 0 0 0 0 0
"ENSG00000268750.7" 16.619 14.395 41.334 51.845 67.949 51.028
"ENSG00000268751.1" 0 0 3 1 5 0
"ENSG00000268754.4" 0 3 0 0 0 0
"ENSG00000268756.1" 0 0 0 0 0 0
"ENSG00000268758.7" 0 0 0 0 0 4
"ENSG00000268764.1" 0 0 0 0 0 0
"ENSG00000268777.1" 0 0 0 0 0 0
"ENSG00000268785.1" 0 0 1 0 0 0
"ENSG00000268789.1" 0 0 0 0 0 0
"ENSG00000268790.5" 52.485 0 0 0 0 0
"ENSG00000268794.1" 0 0 0 0 0 0
"ENSG00000268797.1" 0 0 0 0 0 0
"ENSG00000268798.1" 40 24.021 0 6 4 41
"ENSG00000268799.4" 0 0 0 0 0 0
"ENSG00000268803.1" 0 0 0 0 0 0
"ENSG00000268804.1" 0 0 0 0 0 0
"ENSG00000268810.1" 0 0 0 0 0 6.007
"ENSG00000268812.3" 1 19.016 1 8 47 21.222
"ENSG00000268818.2" 0 0 0 0 0 0
"ENSG00000268823.2" 0 0 0 0 0 0
"ENSG00000268830.1" 0 0 0 0 0 0
"ENSG00000268833.1" 0 0 1 1 0 0
"ENSG00000268834.2" 0 0 0 0 0 0
"ENSG00000268836.1" 0 13 1 1 10 9
"ENSG00000268839.1" 0 0 0 0 0 0
"ENSG00000268842.1" 0 0 0 0 0 0
"ENSG00000268845.1" 0 0 0 0 0 0
"ENSG00000268847.1" 0 0 0 0 0 0
"ENSG00000268849.5" 0 0 0 0 0 0
"ENSG00000268854.1" 0 0 0 0 0 0
"ENSG00000268858.2" 170.005 126 231.665 297.398 124 118.945
"ENSG00000268864.4" 0 0 0 2 0 0
"ENSG00000268866.1" 0 0 1 0 0 0
"ENSG00000268869.6" 2 0 0 0 0 0
"ENSG00000268870.1" 18.82 23.878 13.175 0 3.155 0
"ENSG00000268873.1" 0 0 0 0 0 0
"ENSG00000268879.1" 0 0 0 0 0 2
"ENSG00000268883.2" 0 1.661 0 0 0 0
"ENSG00000268884.1" 0 0 0 0 0 0
"ENSG00000268886.1" 0 0 0 0 0 2.78
"ENSG00000268889.1" 0 0 0 0 0 1
"ENSG00000268892.1" 0 0 0 0 0 0
"ENSG00000268894.7" 0 12 0 0 1 0
"ENSG00000268895.6" 0 0 0 2.875 0 6.224
"ENSG00000268896.1" 0 0 0 0 0 0
"ENSG00000268902.3" 10 0 0 0 0 0
"ENSG00000268903.1" 5.553 0 0 0 0 0
"ENSG00000268906.1" 0 0 0 0 0 0
"ENSG00000268908.1" 0 0 0 0 0 0
"ENSG00000268912.1" 7 10 29.001 37 37.008 31
"ENSG00000268916.6" 0 0 0 0 0 0
"ENSG00000268922.1" 0 0 0 0 0 0
"ENSG00000268926.3" 0 0 0 0 0 0
"ENSG00000268931.1" 0 0 0 0 0 0
"ENSG00000268938.2" 2 0 0 0 0 0
"ENSG00000268940.6" 0 9 0 0 0 0
"ENSG00000268941.2" 3 7 0 2 3 0
"ENSG00000268942.2" 0 0 0 0 0 0
"ENSG00000268945.1" 1 0 2 0 8 0
"ENSG00000268947.1" 0 0 6 2 0 0
"ENSG00000268949.1" 0 0 1 0 0 0
"ENSG00000268951.1" 0 0 0 0 0 2
"ENSG00000268955.2" 5 0 1 0 0 0
"ENSG00000268957.1" 0 0 0 0 0 0
"ENSG00000268964.3" 0 0 0 0 0 0
"ENSG00000268967.1" 0 0 0 0 0 0
"ENSG00000268970.1" 0 0 1 0 9 0
"ENSG00000268975.2" 0 1.476 0 0 0 0
"ENSG00000268981.5" 0 0 0 0 0 0
"ENSG00000268983.1" 0 0 0 0 0 3.699
"ENSG00000268985.1" 0 0 0 0 0 0
"ENSG00000268987.1" 0 0 1 0 2 0
"ENSG00000268988.1" 0 0 0 0 0 0
"ENSG00000268992.1" 0 0 0 0 1 0
"ENSG00000268993.1" 0 0 0 0 0 0
"ENSG00000268994.3" 0 0 0 0 0 0
"ENSG00000268995.1" 0 0 0 0 0 0
"ENSG00000268996.3" 40 37 13 19 30 19.019
"ENSG00000268997.1" 0 0 0 0 0 0
"ENSG00000269001.2" 91 72.018 0 0 0 7
"ENSG00000269009.1" 0 0 0 0 0 0
"ENSG00000269012.2" 0 0 0 0 0 0
"ENSG00000269014.1" 0 0 0 0 0 0
